Localidad,Población total,Viviendas particulares habitadas,Población de 15 años o más analfabeta,Población de 15 años o más sin primaria completa, Viviendas particulares habitadas sin excusado, Viviendas particulares habitadas sin energía eléctrica,Viviendas particulares habitadas sin disponibilidad de agua entubada,Promedio de ocupantes por cuarto en viviendas particulares habitadas,Viviendas particulares habitadas con piso de tierra,Viviendas particulares habitadas que no disponen de refrigerador,Índice de marginación,Grado de marginación,"Índice de marginación escala 
0 a 100",Lugar que ocupa en el contexto nacional,Lugar que ocupa en el contexto  estatal
La Tapona de Camarillo,403,89,18.32061069,48.61660079,8.988764045,0,100,1.22,3.409090909,10.11235955,-0.387536999,Alto,11.57542975,62060,630
La Tapona de Morales,16,6,23.07692308,58.33333333,16.66666667,0,100,0.7,16.66666667,33.33333333,-0.097539966,Alto,13.87763693,48521,393
El Tecolote,241,65,16.09195402,47.6744186,12.30769231,4.615384615,16.92307692,1.05,6.153846154,15.38461538,-0.64004307,Alto,9.57085308,75383,910
El Tepetate,40,9,10.71428571,42.85714286,22.22222222,11.11111111,100,1.18,0,44.44444444,-0.22026142,Alto,12.90338485,53966,473
La Trinidad de Molina,9,3,14.28571429,57.14285714,66.66666667,100,100,1.29,33.33333333,100,1.370801001,Muy alto,25.53439448,11339,42
La Trinidad de Zúñiga,22,6,15.78947368,52.63157895,33.33333333,0,100,1.38,33.33333333,33.33333333,0.152898312,Alto,15.86579795,38581,284
La Unión y el Cardonal,473,119,9.567901235,45.625,3.361344538,4.201680672,21.8487395,1.04,9.243697479,31.93277311,-0.661760214,Alto,9.398446609,76597,938
La Vallejeña,13,4,37.5,75,25,0,100,1.44,0,100,0.786668862,Muy alto,20.8971291,20818,111
Las Vírgenes,91,18,7.8125,26.5625,16.66666667,0,22.22222222,1.38,11.11111111,22.22222222,-0.772407479,Alto,8.520048218,82560,1099
La Yerba,773,179,16.26984127,44.28857715,16.75977654,3.351955307,22.90502793,1.31,4.469273743,38.54748603,-0.434248493,Alto,11.20459997,64469,680
La Zorra,42,14,17.64705882,52.94117647,14.28571429,0,57.14285714,0.86,7.142857143,7.142857143,-0.551086907,Alto,10.27705174,70657,805
Emiliano Zapata,45,9,7.407407407,50,0,11.11111111,100,1.45,0,33.33333333,-0.313755684,Alto,12.16115944,58347,552
Vallecillos,52,14,15,52.5,57.14285714,57.14285714,100,1.16,0,92.85714286,0.704360108,Alto,20.24370241,22626,126
San Diego (San Diego de Vacas),77,18,10.63829787,44.68085106,33.33333333,11.11111111,100,1.31,5.555555556,38.88888889,-0.098324773,Alto,13.87140655,48557,394
San Esteban,17,5,23.07692308,69.23076923,60,80,100,1,20,80,1.14509718,Muy alto,23.74259355,14391,60
San Felipe de Martínez,51,9,6.060606061,33.33333333,33.33333333,0,100,1.55,11.11111111,77.77777778,0.002944528,Alto,14.67535586,44324,339
El Salto,65,16,5,45,6.25,0,100,1.27,6.25,31.25,-0.44435717,Alto,11.12434994,65009,693
El Desierto,24,5,0,21.05263158,20,20,0,1.71,40,40,-0.455680954,Alto,11.03445352,65574,705
La Esperanza,41,6,13.79310345,20.68965517,0,0,100,1.78,0,33.33333333,-0.502184756,Alto,10.66527255,68070,755
El Toro,25,6,0,28.57142857,0,0,100,1.25,0,16.66666667,-0.842364418,Medio,7.964679204,86270,1206
San Andrés,15,7,0,60,0,0,14.28571429,0.56,0,14.28571429,-1.010980855,Medio,6.626079395,94324,1467
La Taponcita,12,3,0,50,66.66666667,0,100,1.2,0,0,-0.357344724,Alto,11.81511797,60480,596
El Venadito,19,5,9.090909091,45.45454545,80,0,100,1.36,40,100,0.713958226,Muy alto,20.31989924,22391,124
San Juan de la Reforma,16,3,42.85714286,64.28571429,33.33333333,100,100,2,33.33333333,100,1.798384197,Muy alto,28.92886059,6917,15
San Francisco,15,3,37.5,87.5,100,100,100,1.5,33.33333333,100,2.212038585,Muy alto,32.2127497,3968,5
Los Segovia,25,4,6.25,18.75,0,0,100,2.08,0,75,-0.281316275,Alto,12.41868704,56794,524
San Antonio de Buenavista (Los Cochinitos),42,9,11.11111111,22.22222222,22.22222222,11.11111111,11.11111111,1.17,44.44444444,44.44444444,-0.401676905,Alto,11.4631769,62759,645
Los Terrenos,91,21,6.153846154,38.46153846,19.04761905,5,10,1.42,9.523809524,33.33333333,-0.602872313,Alto,9.865941553,73397,867
La Punta de la Loma,16,5,9.090909091,45.45454545,0,0,100,0.94,0,40,-0.505467061,Alto,10.63921523,68252,759
El Puertecito,11,3,30,70,66.66666667,66.66666667,100,1.22,0,100,1.238650692,Muy alto,24.4852893,13059,54
San Rafael del Castillo,66,12,15.90909091,40.47619048,8.333333333,0,0,1.4,18.18181818,8.333333333,-0.683718043,Alto,9.224129403,77792,959
La Mesa de Berrones,126,31,26.08695652,53.73134328,22.58064516,9.677419355,100,1.88,32.25806452,87.09677419,0.744486253,Muy alto,20.56225291,21755,116
El Tropezón,25,4,18.75,43.75,25,50,100,1.79,0,100,0.648952022,Alto,19.80383276,23923,136
San Juan,50,13,15.38461538,50,7.692307692,8.333333333,100,1.52,30.76923077,76.92307692,0.308733715,Alto,17.10293262,33304,225
El Chapulín,17,5,58.33333333,83.33333333,80,40,100,1.13,0,100,1.612162273,Muy alto,27.45049564,8672,23
El Fraile (El Coyote),14,4,33.33333333,66.66666667,75,75,100,1.17,0,100,1.333768051,Muy alto,25.24040002,11807,44
Guadalupito,9,3,0,33.33333333,0,100,33.33333333,1.5,0,100,0.181927519,Alto,16.09625289,37553,272
Taponcita de Camarillo,36,6,0,26.31578947,83.33333333,100,100,2.12,33.33333333,100,1.211604866,Muy alto,24.27057988,13451,56
Parada la Escondida,28,7,0,6.666666667,0,14.28571429,100,1.12,0,14.28571429,-1.020282666,Medio,6.552234861,94754,1484
Parada del Mirador,19,5,0,33.33333333,20,20,40,1.06,0,20,-0.780163647,Alto,8.458474116,83010,1109
San Isidrillo,39,14,10,43.33333333,64.28571429,7.142857143,50,1.05,0,28.57142857,-0.297027684,Alto,12.29395846,57563,540
El Canelo (Los Jacales),26,7,12.5,62.5,42.85714286,28.57142857,100,1.37,42.85714286,71.42857143,0.735227365,Muy alto,20.48874912,21966,119
Parada Cruz de Elorza (Kilómetro Treinta Cruz de Elorza),19,4,10,40,0,0,100,2.38,25,75,0.229937133,Alto,16.4773881,35900,255
Parada la Baticolla (La Escondida),14,4,22.22222222,33.33333333,0,25,100,1.27,0,50,-0.155674284,Alto,13.41612447,51064,435
Santa Ana,17,3,9.090909091,27.27272727,0,0,100,1.21,0,0,-0.853476982,Medio,7.876459595,86868,1228
La Tiradera,6,3,0,83.33333333,0,0,100,0.67,33.33333333,33.33333333,-0.128981402,Alto,13.62803196,49894,412
Majada el Mirador,39,10,12.5,20.83333333,30,20,100,1.63,10,50,-0.089654199,Alto,13.94023988,48206,390
Los Lara (Rancho Nuevo),37,9,30,60,11.11111111,0,100,1.76,0,33.33333333,0.147829226,Alto,15.82555586,38775,285
La Escondida,11,3,0,37.5,0,0,100,1.1,33.33333333,0,-0.666101916,Alto,9.363979019,76826,940
La Laguna,61,15,8.108108108,25.71428571,0,13.33333333,100,1.3,6.666666667,26.66666667,-0.566562431,Alto,10.15419578,71478,818
Parada Santa Rita,18,4,9.090909091,50,50,50,100,1.29,50,50,0.641054197,Alto,19.74113408,24101,138
El Jilguero,25,6,0,47.05882353,33.33333333,0,100,1.67,16.66666667,33.33333333,-0.135098132,Alto,13.57947291,50181,418
Hermanos Zapata,9,4,11.11111111,33.33333333,25,25,25,0.82,0,50,-0.513621635,Alto,10.57447829,68680,764
Pulgas,6,3,60,80,0,100,100,1.2,66.66666667,100,1.985130782,Muy alto,30.41139068,5399,12
Ninguno,17,3,0,0,0,0,100,1.55,0,0,-1.143562589,Bajo,5.573549258,99575,1664
Majada de Rodríguez,25,4,0,35,100,100,100,1.67,100,100,1.731273551,Muy alto,28.39608751,7539,19
Tanque San Pedro,11,3,22.22222222,77.77777778,100,33.33333333,100,1,33.33333333,100,1.375706614,Muy alto,25.5733388,11285,41
Doctor Coss,790,231,4.09252669,31.79297597,2.164502165,0,0.877192983,0.86,2.202643172,6.060606061,-1.221760262,Bajo,4.952759302,101909,1771
Las Ánimas,11,5,10,50,0,0,0,0.69,0,0,-1.081851021,Bajo,6.063460522,97324,1573
Araujo,15,3,0,70,0,0,0,1.36,0,0,-0.826030184,Medio,8.094352219,85411,1172
La Bandera,10,6,0,40,0,0,0,0.48,0,0,-1.362961071,Muy bajo,3.831804679,104527,1914
El Brasil,125,35,5.154639175,38.94736842,0,0,0,0.9,0,5.714285714,-1.159583961,Bajo,5.446359959,100119,1692
La Canela,30,8,0,36.36363636,25,0,0,1.11,0,0,-1.081244857,Bajo,6.068272697,97308,1572
Cantú (Gachupines),191,63,15.23178808,42.38410596,4.761904762,0,1.587301587,0.87,1.587301587,4.761904762,-0.969951755,Medio,6.951798206,92508,1420
El Coyote,11,5,0,60,0,0,0,0.55,0,0,-1.146223889,Bajo,5.552421919,99665,1668
Francisco I. Madero,175,58,7.518796993,37.12121212,3.448275862,0,1.724137931,0.74,0,6.896551724,-1.159053561,Bajo,5.450570661,100100,1690
El Juguete,10,3,0,16.66666667,0,0,0,1.43,0,0,-1.333843169,Muy bajo,4.062963745,104134,1888
La Lajilla,48,16,5.555555556,61.11111111,12.5,0,6.25,0.83,0,0,-0.896461035,Medio,7.535220944,89021,1306
El Palmito,41,13,2.777777778,28.57142857,0,0,0,0.85,0,0,-1.340051354,Muy bajo,4.013678663,104225,1894
Reforma,14,5,33.33333333,75,0,0,0,0.78,0,0,-0.518789614,Alto,10.53345112,68964,770
San Felipe,8,4,14.28571429,71.42857143,25,0,100,0.73,0,0,-0.33806271,Alto,11.96819261,59505,577
Serafín,8,3,0,80,33.33333333,0,100,1.33,0,0,-0.219340554,Alto,12.91069535,53929,472
El Zacate,5,3,40,100,33.33333333,0,100,0.63,0,0,0.286578053,Alto,16.92704488,33985,234
La Guinea,26,5,0,27.27272727,20,0,0,1.53,0,20,-0.96427652,Medio,6.996852348,92260,1409
Buena Vista,4,3,0,100,0,0,100,0.5,0,0,-0.442528498,Alto,11.13886727,64915,690
Las Comitas,8,3,0,50,0,0,100,0.73,0,0,-0.873675748,Medio,7.716107108,87900,1261
Loma Ceniza,10,3,11.11111111,62.5,0,33.33333333,0,1,0,66.66666667,-0.24973929,Alto,12.6693681,55293,498
La Jara,5,3,0,60,0,0,33.33333333,0.5,0,0,-1.052505911,Medio,6.296423334,96118,1532
Loma Ceniza (Las Tranquitas),8,3,14.28571429,42.85714286,33.33333333,0,0,1.6,0,33.33333333,-0.454427453,Alto,11.04440472,65500,704
Doctor González,2092,581,4.271186441,25.76079264,3.098106713,0.860585198,4.490500864,1.03,2.763385147,5.163511188,-1.211825475,Bajo,5.031628859,101628,1760
Las Comitas,9,4,14.28571429,42.85714286,0,0,50,0.56,0,0,-0.973347022,Medio,6.92484411,92645,1422
Los Peña,22,8,5.882352941,50,12.5,0,25,0.92,0,0,-0.917156728,Medio,7.370923499,90036,1328
Los Frijoles (Los Ruiz),16,5,0,25,20,0,80,1.6,0,0,-0.83096038,Medio,8.055212741,85678,1180
El Guardado,19,10,16.66666667,72.22222222,20,0,60,1.12,20,10,-0.153326056,Alto,13.43476641,50959,432
Los Hualiches,154,43,3.883495146,49.51456311,4.651162791,0,6.976744186,1.11,0,2.325581395,-0.984637109,Medio,6.835215201,93176,1439
El Jaral,5,3,0,60,0,0,100,0.56,0,0,-0.821338317,Medio,8.131599671,85176,1164
La Morita (La Mora),24,6,6.25,14.28571429,16.66666667,0,66.66666667,1.26,0,0,-1.014028085,Medio,6.601888277,94468,1472
Nuevo Repueblo,406,115,7.666666667,29.89690722,6.086956522,0.869565217,32.17391304,1.02,4.347826087,6.086956522,-1.008131567,Medio,6.648699115,94208,1464
Papagayos,24,8,5.882352941,29.41176471,37.5,12.5,50,1.26,25,12.5,-0.476120996,Alto,10.87218561,66674,723
La Venadera,148,44,11.00917431,42.59259259,2.272727273,6.976744186,6.976744186,0.99,2.272727273,18.18181818,-0.855785304,Medio,7.858134454,86973,1232
La Guardarraya,21,7,6.666666667,46.66666667,0,0,0,0.95,0,0,-1.085357871,Bajo,6.035620601,97457,1578
Los Peña (Elena Peña Chávez),11,4,0,25,0,0,0,0.61,0,0,-1.47563256,Muy bajo,2.93733653,105663,1976
Papagayos,11,6,0,0,16.66666667,0,0,1.1,0,16.66666667,-1.390840109,Muy bajo,3.610480615,104859,1935
Yolanda (Kilómetro Sesenta y Dos),9,3,0,28.57142857,0,0,0,1.13,0,33.33333333,-1.096412774,Bajo,5.947858751,97890,1595
María Aurora,6,4,0,0,0,0,0,0.67,0,25,-1.55488486,Muy bajo,2.308174185,106233,2006
Los Partidores (Rogelio González),4,4,25,25,0,0,25,0.57,0,50,-0.791044279,Alto,8.372095759,83542,1127
Las Tres G (Guadalupe González Garza),25,7,5.555555556,16.66666667,42.85714286,0,28.57142857,2.08,0,28.57142857,-0.572424771,Alto,10.10765627,71805,823
Jesús Gutiérrez Chapa,12,4,0,0,50,0,75,1.2,0,25,-0.877507548,Medio,7.685687496,88082,1266
Ninguno,11,4,11.11111111,44.44444444,0,0,0,1.22,0,25,-0.826647178,Medio,8.089454076,85441,1174
Galeana,7024,1782,3.423534235,16.67758131,1.683501684,0.224971879,4.909706546,0.93,1.412429379,8.8664422,-1.337206551,Muy bajo,4.036262774,104189,1891
Los Adobes,514,112,10.65830721,43.21766562,0.892857143,1.785714286,1.785714286,1.54,3.571428571,18.75,-0.748158087,Alto,8.712557514,81229,1051
Agua Blanca,40,12,42.85714286,82.85714286,0,0,100,1.11,8.333333333,58.33333333,0.500797826,Alto,18.62767709,27718,168
El Anhelo,106,32,12,60,28.125,3.125,50,1.33,15.625,37.5,-0.104263752,Alto,13.82425863,48815,400
Barrio de Jalisco (Jalisco),102,31,7.692307692,28.76712329,6.451612903,0,6.451612903,0.69,0,3.225806452,-1.242612774,Bajo,4.787216909,102417,1787
El Barrocito,117,35,11.9047619,45.23809524,11.42857143,2.857142857,52.94117647,1.08,8.571428571,31.42857143,-0.494374874,Alto,10.72727306,67646,736
Lázaro Cárdenas (La Biznaga),60,19,7.692307692,30.76923077,52.63157895,0,100,1.33,26.31578947,26.31578947,-0.156531871,Alto,13.40931631,51112,436
La Boca del Refugio,353,104,15.26104418,42.68292683,5.769230769,1.923076923,69.23076923,1.09,3.883495146,23.07692308,-0.544097946,Alto,10.33253519,70307,800
Brownsville,52,16,2.380952381,45,12.5,6.25,6.25,0.88,6.25,18.75,-0.886301714,Medio,7.615873015,88527,1280
Buena Vista,40,10,3.703703704,23.07692308,0,0,0,0.8,0,10,-1.335897097,Muy bajo,4.046658174,104171,1890
Calabacillas,19,6,18.75,62.5,0,0,0,0.79,0,16.66666667,-0.720816929,Alto,8.929611493,79743,1010
El Canelito,130,38,16.32653061,53.60824742,18.42105263,0,60.52631579,1.14,7.894736842,21.05263158,-0.360102165,Alto,11.7932274,60631,599
La Carbonera,97,29,13.88888889,47.22222222,0,0,89.65517241,0.93,0,20.68965517,-0.581037759,Alto,10.03928011,72283,836
El Carmen,74,25,18.6440678,64.40677966,8,0,96,0.81,4,20,-0.294249461,Alto,12.31601401,57407,537
La Casita,330,83,7.391304348,33.77777778,25.30120482,1.204819277,3.614457831,1.51,7.228915663,20.48192771,-0.710414528,Alto,9.012193305,79169,994
El Castillo,290,81,7.476635514,41.9047619,4.938271605,2.469135803,98.7654321,1.16,6.172839506,22.22222222,-0.525577406,Alto,10.47956469,69339,779
Ciénega del Toro,321,85,13.39285714,55.45454545,30.58823529,2.352941177,37.64705882,1.18,3.529411765,30.58823529,-0.328303925,Alto,12.04566493,59024,566
La Concha,265,61,6.358381503,30.95238095,4.918032787,3.278688525,1.639344262,1.34,6.557377049,18.03278689,-0.929269521,Medio,7.274763346,90626,1356
Cieneguillas y Crucitas,108,34,7.594936709,44.87179487,0,0,0,0.92,2.941176471,14.70588235,-0.990375003,Medio,6.789663626,93458,1444
El Cristal,180,42,11.11111111,33.62831858,4.761904762,2.380952381,4.761904762,1.49,4.761904762,38.0952381,-0.689797911,Alto,9.175862992,78091,966
La Cuesta,62,20,6.818181818,43.18181818,0,0,90,1.09,0,20,-0.668610846,Alto,9.344061315,76976,943
El Cuije,258,56,5.202312139,33.33333333,0,0,100,1.16,3.571428571,12.5,-0.755521149,Alto,8.654104174,81645,1067
Las Delicias,509,109,12.92307692,44.61538462,11.9266055,4.587155963,9.174311927,1.51,12.8440367,37.6146789,-0.430739636,Alto,11.23245583,64273,673
El Derramadero,373,98,9.090909091,36.73469388,4.081632653,1.020408163,6.12244898,1.01,3.06122449,17.34693878,-0.960879919,Medio,7.023817033,92114,1403
Dieciocho de Marzo,301,87,4.80349345,31.50684932,0,0,3.448275862,0.99,2.325581395,6.896551724,-1.178575946,Bajo,5.295587783,100654,1715
Las Lagunitas,17,3,10,70,66.66666667,0,100,1.89,0,66.66666667,0.557373398,Alto,19.07681509,26194,157
El Erial,220,59,5.960264901,39.04109589,1.694915254,0,5.084745763,1.18,1.694915254,18.6440678,-0.955851523,Medio,7.063736096,91864,1394
Estados Unidos,234,69,10.28571429,42.85714286,24.63768116,0,98.50746269,1.41,5.797101449,44.92753623,-0.179386288,Alto,13.22788134,52121,453
Francisco Villa,191,43,4.464285714,33.33333333,18.60465116,2.325581395,0,1.49,4.651162791,13.95348837,-0.857805722,Medio,7.842094906,87065,1237
Guadalupe de las Mitras,32,11,7.407407407,62.96296296,27.27272727,0,100,0.91,10,27.27272727,-0.21110315,Alto,12.97608985,53559,470
Aquiles Serdán (La Hediondilla),517,124,6.034482759,35.27696793,0.806451613,1.612903226,1.612903226,1.14,0.806451613,23.38709677,-0.986828921,Medio,6.817815004,93280,1442
Miguel Hidalgo,150,30,20,39.3258427,6.666666667,0,100,1.72,10,33.33333333,-0.149152854,Alto,13.46789632,50760,428
Laguna de Labradores,525,139,7.512953368,29.18918919,2.877697842,0,14.49275362,0.89,3.623188406,7.194244604,-1.131887051,Bajo,5.666238161,99168,1650
La Leona,146,38,20.56074766,54.20560748,15.78947368,0,2.631578947,1.23,0,13.15789474,-0.580788577,Alto,10.0412583,72274,835
Magueyes,119,30,2.469135803,37.5,13.33333333,0,33.33333333,1.51,0,6.666666667,-0.849978194,Medio,7.904235513,86687,1220
La Nueva Betania,31,9,0,36.36363636,11.11111111,0,33.33333333,0.97,11.11111111,11.11111111,-0.949014461,Medio,7.11801366,91552,1383
Margaritas,325,64,20.16806723,51.27118644,15.625,10.9375,100,1.88,6.25,53.125,0.228495108,Alto,16.46594026,35942,256
El Prado (El Mezquite),443,109,8.783783784,40.41811847,11.9266055,0.917431193,7.339449541,1.34,2.752293578,24.7706422,-0.746388101,Alto,8.726608945,81135,1049
El Milagro,251,61,9.659090909,42.44186047,19.67213115,3.278688525,4.918032787,1.28,6.557377049,29.50819672,-0.625044724,Alto,9.689920843,74581,897
Los Mimbres,222,62,10.6918239,45.22292994,1.612903226,1.612903226,0,1.31,6.451612903,24.19354839,-0.740599791,Alto,8.772560754,80817,1037
Navidad,778,192,11.47859922,39.68253968,7.291666667,6.25,7.8125,1.48,2.604166667,35.41666667,-0.610723546,Alto,9.80361276,73817,874
Los Nogales,155,48,22.22222222,53.77358491,52.08333333,16.66666667,42.55319149,1.25,27.08333333,50,0.294005231,Alto,16.98600721,33763,232
La Nueva Esmeralda (Nuevo Poblado de la Esmeralda),89,26,8.955223881,43.28358209,0,0,100,1.13,19.23076923,50,-0.283476673,Alto,12.40153623,56902,527
La Lagunita (El Orito),180,45,8.02919708,46.96969697,4.444444444,0,0,1.4,2.325581395,26.66666667,-0.739004132,Alto,8.785228255,80741,1035
Pablillo,923,253,4.705882353,26.70713202,7.114624506,0,0.790513834,1,2.371541502,16.2055336,-1.134978014,Bajo,5.641699852,99287,1656
El Palmito,93,25,4.761904762,36.50793651,8,0,32,1.43,24,24,-0.617830891,Alto,9.747189494,74213,885
La Paz,466,119,13.63636364,40.39087948,5.882352941,4.201680672,5.084745763,1.47,7.56302521,35.29411765,-0.575708721,Alto,10.08158589,71980,829
El Peñuelo,153,48,20.32520325,54.54545455,25,0,2.083333333,1.13,6.25,16.66666667,-0.491526447,Alto,10.74988595,67501,733
Pinal Alto,178,40,8.411214953,40.18691589,2.5,2.5,100,1.66,2.5,25,-0.412752262,Alto,11.37525267,63364,662
Las Placetas,17,4,20,33.33333333,0,0,0,1.55,25,25,-0.562739442,Alto,10.18454545,71273,816
Los Pocitos,144,35,4.901960784,35.05154639,8.571428571,0,2.857142857,1.25,0,17.14285714,-0.977305125,Medio,6.893421811,92833,1428
El Porvenir de Santa Clara (El Coyote),45,11,21.875,43.75,9.090909091,0,100,1.36,9.090909091,45.45454545,-0.099199881,Alto,13.86445932,48604,395
Catarino Rodríguez (El Potosí),1946,506,7.916666667,29.53367876,6.719367589,0.198019802,5.544554455,0.97,0.790513834,10.4743083,-1.106507521,Bajo,5.867719313,98268,1605
El Potrero de Prieto,112,29,14.60674157,42.04545455,3.448275862,0,0,1.27,0,31.03448276,-0.736423749,Alto,8.805713214,80606,1030
El Potrero Prieto de Arriba,154,55,10.76923077,52.75590551,1.818181818,0,0,0.79,9.090909091,20,-0.823306897,Medio,8.115971653,85273,1167
La Poza,180,46,8,44.06779661,8.695652174,0,0,1.13,0,4.347826087,-0.968268447,Medio,6.965161529,92437,1416
Presa de Gámez,36,7,13.79310345,44.82758621,0,0,100,1.33,0,14.28571429,-0.502009074,Alto,10.66666723,68058,753
La Presita de Berlanga,155,37,12.74509804,39.6039604,0,0,100,1.76,13.51351351,32.43243243,-0.246096492,Alto,12.69828727,55142,495
La Primavera (El Charco),155,39,10.57692308,35,5.128205128,2.564102564,100,1.25,2.564102564,17.94871795,-0.575570144,Alto,10.08268601,71975,828
La Providencia,166,41,2.586206897,38.39285714,2.43902439,4.878048781,100,1.04,2.43902439,12.19512195,-0.736272346,Alto,8.80691516,80597,1028
Puente las Joyas,15,8,13.33333333,73.33333333,12.5,0,0,0.65,12.5,100,-0.056236544,Alto,14.2055335,46723,372
El Encinal (Puerto el Encinal de la Poza),94,22,10.14492754,32.8358209,0,0,100,1.49,0,31.81818182,-0.516183774,Alto,10.55413817,68825,766
Puerto de Pastores,139,42,10,41.37931034,11.9047619,2.380952381,14.28571429,1.09,2.380952381,16.66666667,-0.810342577,Alto,8.21889184,84573,1148
Puerto Grande,211,52,8.461538462,35.38461538,21.15384615,0,3.846153846,1.37,5.769230769,42.30769231,-0.628211205,Alto,9.664783016,74752,898
Puerto México,770,159,9.161793372,38.69047619,16.35220126,0,32.70440252,1.59,3.144654088,25.78616352,-0.579768754,Alto,10.0493544,72221,832
Refugio de los Ibarra,225,58,13.51351351,41.37931034,5.172413793,0,100,1.42,12.06896552,17.24137931,-0.383727976,Alto,11.60566854,61851,625
El Refugio (Refugio de los Ranchos),225,55,2.666666667,30.40540541,9.090909091,0,100,1.22,3.636363636,18.18181818,-0.711985252,Alto,8.999723762,79252,997
Rincón de San Lucas,19,5,12.5,50,60,0,0,1.46,20,60,0.010135538,Alto,14.73244332,44053,334
El Rucio,35,3,3.703703704,81.48148148,66.66666667,66.66666667,100,2.06,66.66666667,66.66666667,1.511303618,Muy alto,26.64980635,9753,31
Samaniego y la Becerra (Mariano Escobedo),110,24,18.66666667,54.66666667,16.66666667,0,100,2,0,54.16666667,0.177618318,Alto,16.06204332,37685,274
San Antonio de González,87,24,11.47540984,47.45762712,0,4.166666667,58.33333333,1.18,0,25,-0.589537861,Alto,9.971800123,72734,847
